hour,dry_bulb_temp_milli_c,relative_humidity_milli_pct,global_horizontal_milli_wh_m2,direct_normal_milli_wh_m2,diffuse_horizontal_milli_wh_m2,wind_speed_milli_m_s,wind_direction_milli_deg
143,6411,68233,0,0,0,1915,154852
144,5808,68625,0,0,0,2200,160645
145,5408,68885,0,0,0,2485,160645
146,5272,68973,0,0,0,2750,160645
147,5408,68885,0,0,0,2978,160645
148,5808,68625,0,0,0,3153,160645
149,6444,68212,0,0,0,3263,160645
150,7272,67673,0,0,0,3300,160645
151,8237,67046,73050,52596,20454,3263,160645
152,9272,66373,141122,101608,39514,3153,160645
153,10307,65700,199577,143695,55881,2978,160645
154,11272,65073,244431,175990,68441,2750,160645
155,12101,64535,272627,196291,76336,2485,160645
156,12736,64121,282244,203216,79028,2200,160645
157,13136,63862,272627,196291,76336,1915,160645
158,13272,63773,244431,175990,68441,1650,160645
159,13136,63862,199577,143695,55881,1422,160645
160,12736,64121,141122,101608,39514,1247,160645
161,12101,64535,73050,52596,20454,1137,160645
162,11272,65073,0,0,0,1100,160645
163,10307,65700,0,0,0,1137,160645
164,9272,66373,0,0,0,1247,160645
165,8237,67046,0,0,0,1422,160645
166,7272,67673,0,0,0,1650,160645
167,6444,68212,0,0,0,1915,160645
168,5842,68603,0,0,0,2200,184100
169,5443,68862,0,0,0,2485,184100
170,5306,68951,0,0,0,2750,184100
171,5443,68862,0,0,0,2978,184100
172,5842,68603,0,0,0,3153,184100
173,6478,68189,0,0,0,3263,184100
174,7306,67651,0,0,0,3300,184100
175,8271,67024,73449,52883,20566,3263,184100
176,9306,66351,141893,102163,39730,3153,184100
177,10342,65678,200667,144480,56187,2978,184100
178,11306,65051,245766,176951,68814,2750,184100
179,12135,64512,274116,197364,76753,2485,184100
180,12770,64099,283786,204326,79460,2200,184100
181,13170,63839,274116,197364,76753,1915,184100
182,13306,63751,245766,176951,68814,1650,184100
183,13170,63839,200667,144480,56187,1422,184100
184,12770,64099,141893,102163,39730,1247,184100
185,12135,64512,73449,52883,20566,1137,184100
186,11306,65051,0,0,0,1100,184100
187,10342,65678,0,0,0,1137,184100
188,9306,66351,0,0,0,1247,184100
189,8271,67024,0,0,0,1422,184100
190,7306,67651,0,0,0,1650,184100
191,6478,68189,0,0,0,1915,184100
192,5879,68579,0,0,0,2200,207555
193,5479,68839,0,0,0,2485,207555
194,5343,68927,0,0,0,2750,207555
195,5479,68839,0,0,0,2978,207555
196,5879,68579,0,0,0,3153,207555
197,6514,68166,0,0,0,3263,207555
198,7343,67627,0,0,0,3300,207555
199,8307,67000,73871,53187,20684,3263,207555
200,9343,66327,142709,102750,39958,3153,207555
201,10378,65654,201820,145311,56510,2978,207555
202,11343,65027,247179,177969,69210,2750,207555
203,12171,64489,275692,198498,77194,2485,207555
204,12807,64076,285417,205500,79917,2200,207555
205,13206,63816,275692,198498,77194,1915,207555
206,13343,63727,247179,177969,69210,1650,207555
207,13206,63816,201820,145311,56510,1422,207555
208,12807,64076,142709,102750,39958,1247,207555
209,12171,64489,73871,53187,20684,1137,207555
210,11343,65027,0,0,0,1100,207555
211,10378,65654,0,0,0,1137,207555
212,9343,66327,0,0,0,1247,207555
213,8307,67000,0,0,0,1422,207555
214,7343,67627,0,0,0,1650,207555
215,6514,68166,0,0,0,1915,207555
216,5917,68554,0,0,0,2200,213348
217,5517,68814,0,0,0,2485,213348
218,5381,68902,0,0,0,2750,213348
219,5517,68814,0,0,0,2978,213348
220,5917,68554,0,0,0,3153,213348
221,6552,68141,0,0,0,3263,213348
222,7381,67602,0,0,0,3300,213348
223,8346,66975,74317,53508,20809,3263,213348
224,9381,66302,143569,103369,40199,3153,213348
225,10416,65630,203037,146186,56850,2978,213348
226,11381,65002,248668,179041,69627,2750,213348
227,12209,64464,277353,199694,77659,2485,213348
228,12845,64051,287137,206739,80398,2200,213348
229,13245,63791,277353,199694,77659,1915,213348
230,13381,63702,248668,179041,69627,1650,213348
231,13245,63791,203037,146186,56850,1422,213348
232,12845,64051,143569,103369,40199,1247,213348
233,12209,64464,74317,53508,20809,1137,213348
234,11381,65002,0,0,0,1100,213348
235,10416,65630,0,0,0,1137,213348
236,9381,66302,0,0,0,1247,213348
237,8346,66975,0,0,0,1422,213348
238,7381,67602,0,0,0,1650,213348
239,6552,68141,0,0,0,1915,213348
240,5957,68528,0,0,0,2200,197117
241,5557,68788,0,0,0,2485,197117
242,5421,68876,0,0,0,2750,197117
243,5557,68788,0,0,0,2978,197117
244,5957,68528,0,0,0,3153,197117
245,6593,68115,0,0,0,3263,197117
246,7421,67576,0,0,0,3300,197117
247,8386,66949,74785,53845,20940,3263,197117
248,9421,66276,144473,104020,40452,3153,197117
249,10456,65603,204315,147107,57208,2978,197117
250,11421,64976,250234,180168,70066,2750,197117
251,12249,64438,279100,200952,78148,2485,197117
252,12885,64025,288945,208041,80905,2200,197117
253,13285,63765,279100,200952,78148,1915,197117
254,13421,63676,250234,180168,70066,1650,197117
255,13285,63765,204315,147107,57208,1422,197117
256,12885,64025,144473,104020,40452,1247,197117
257,12249,64438,74785,53845,20940,1137,197117
258,11421,64976,0,0,0,1100,197117
259,10456,65603,0,0,0,1137,197117
260,9421,66276,0,0,0,1247,197117
261,8386,66949,0,0,0,1422,197117
262,7421,67576,0,0,0,1650,197117
263,6593,68115,0,0,0,1915,197117
264,5999,68501,0,0,0,2200,171083
265,5599,68760,0,0,0,2485,171083
266,5463,68849,0,0,0,2750,171083
267,5599,68760,0,0,0,2978,171083
268,5999,68501,0,0,0,3153,171083
269,6635,68087,0,0,0,3263,171083
270,7463,67549,0,0,0,3300,171083
271,8428,66922,75275,54198,21077,3263,171083
272,9463,66249,145421,104703,40718,3153,171083
273,10498,65576,205656,148072,57584,2978,171083
274,11463,64949,251876,181351,70525,2750,171083
275,12292,64410,280931,202270,78661,2485,171083
276,12927,63997,290841,209406,81436,2200,171083
277,13327,63738,280931,202270,78661,1915,171083
278,13463,63649,251876,181351,70525,1650,171083
279,13327,63738,205656,148072,57584,1422,171083
280,12927,63997,145421,104703,40718,1247,171083
281,12292,64410,75275,54198,21077,1137,171083
282,11463,64949,0,0,0,1100,171083
283,10498,65576,0,0,0,1137,171083
284,9463,66249,0,0,0,1247,171083
285,8428,66922,0,0,0,1422,171083
286,7463,67549,0,0,0,1650,171083
287,6635,68087,0,0,0,1915,171083
288,6043,68472,0,0,0,2200,154852
289,5644,68732,0,0,0,2485,154852
290,5507,68820,0,0,0,2750,154852
291,5644,68732,0,0,0,2978,154852
292,6043,68472,0,0,0,3153,154852
293,6679,68059,0,0,0,3263,154852
294,7507,67520,0,0,0,3300,154852
295,8472,66893,75789,54568,21221,3263,154852
296,9507,66220,146412,105417,40995,3153,154852
297,10542,65547,207058,149082,57976,2978,154852
298,11507,64920,253593,182587,71006,2750,154852
299,12336,64382,282847,203650,79197,2485,154852
300,12971,63969,292824,210834,81991,2200,154852
301,13371,63709,282847,203650,79197,1915,154852
302,13507,63620,253593,182587,71006,1650,154852
303,13371,63709,207058,149082,57976,1422,154852
304,12971,63969,146412,105417,40995,1247,154852
305,12336,64382,75789,54568,21221,1137,154852
306,11507,64920,0,0,0,1100,154852
307,10542,65547,0,0,0,1137,154852
308,9507,66220,0,0,0,1247,154852
309,8472,66893,0,0,0,1422,154852
310,7507,67520,0,0,0,1650,154852
311,6679,68059,0,0,0,1915,154852
312,6089,68442,0,0,0,2200,160645
313,5689,68702,0,0,0,2485,160645
314,5553,68790,0,0,0,2750,160645
315,5689,68702,0,0,0,2978,160645
316,6089,68442,0,0,0,3153,160645
317,6725,68029,0,0,0,3263,160645
318,7553,67490,0,0,0,3300,160645
319,8518,66863,76324,54953,21371,3263,160645
320,9553,66190,147447,106162,41285,3153,160645
321,10588,65517,208522,150136,58386,2978,160645
322,11553,64890,255386,183878,71508,2750,160645
323,12382,64352,284846,205089,79757,2485,160645
324,13017,63939,294894,212324,82570,2200,160645
325,13417,63679,284846,205089,79757,1915,160645
326,13553,63590,255386,183878,71508,1650,160645
327,13417,63679,208522,150136,58386,1422,160645
328,13017,63939,147447,106162,41285,1247,160645
329,12382,64352,76324,54953,21371,1137,160645
330,11553,64890,0,0,0,1100,160645
331,10588,65517,0,0,0,1137,160645
332,9553,66190,0,0,0,1247,160645
333,8518,66863,0,0,0,1422,160645
334,7553,67490,0,0,0,1650,160645
335,6725,68029,0,0,0,1915,160645
336,6137,68411,0,0,0,2200,184100
337,5737,68671,0,0,0,2485,184100
338,5601,68759,0,0,0,2750,184100
339,5737,68671,0,0,0,2978,184100
340,6137,68411,0,0,0,3153,184100
341,6773,67998,0,0,0,3263,184100
342,7601,67459,0,0,0,3300,184100
343,8566,66832,76882,55355,21527,3263,184100
344,9601,66159,148525,106938,41587,3153,184100
345,10636,65486,210046,151233,58813,2978,184100
346,11601,64859,257253,185222,72031,2750,184100
347,12430,64321,286928,206588,80340,2485,184100
348,13065,63908,297050,213876,83174,2200,184100
349,13465,63648,286928,206588,80340,1915,184100
350,13601,63559,257253,185222,72031,1650,184100
351,13465,63648,210046,151233,58813,1422,184100
352,13065,63908,148525,106938,41587,1247,184100
353,12430,64321,76882,55355,21527,1137,184100
354,11601,64859,0,0,0,1100,184100
355,10636,65486,0,0,0,1137,184100
356,9601,66159,0,0,0,1247,184100
357,8566,66832,0,0,0,1422,184100
358,7601,67459,0,0,0,1650,184100
359,6773,67998,0,0,0,1915,184100
360,6187,68379,0,0,0,2200,207555
361,5787,68638,0,0,0,2485,207555
362,5651,68727,0,0,0,2750,207555
363,5787,68638,0,0,0,2978,207555
364,6187,68379,0,0,0,3153,207555
365,6822,67965,0,0,0,3263,207555
366,7651,67427,0,0,0,3300,207555
367,8616,66800,77462,55773,21689,3263,207555
368,9651,66127,149645,107745,41901,3153,207555
369,10686,65454,211630,152374,59257,2978,207555
370,11651,64827,259193,186619,72574,2750,207555
371,12479,64288,289093,208147,80946,2485,207555
372,13115,63875,299291,215489,83801,2200,207555
373,13515,63616,289093,208147,80946,1915,207555
374,13651,63527,259193,186619,72574,1650,207555
375,13515,63616,211630,152374,59257,1422,207555
376,13115,63875,149645,107745,41901,1247,207555
377,12479,64288,77462,55773,21689,1137,207555
378,11651,64827,0,0,0,1100,207555
379,10686,65454,0,0,0,1137,207555
380,9651,66127,0,0,0,1247,207555
381,8616,66800,0,0,0,1422,207555
382,7651,67427,0,0,0,1650,207555
383,6822,67965,0,0,0,1915,207555
384,6238,68345,0,0,0,2200,213348
385,5839,68605,0,0,0,2485,213348
386,5703,68693,0,0,0,2750,213348
387,5839,68605,0,0,0,2978,213348
388,6238,68345,0,0,0,3153,213348
389,6874,67932,0,0,0,3263,213348
390,7703,67393,0,0,0,3300,213348
391,8667,66766,78064,56206,21858,3263,213348
392,9703,66093,150808,108582,42226,3153,213348
393,10738,65420,213275,153558,59717,2978,213348
394,11703,64793,261207,188069,73138,2750,213348
395,12531,64255,291339,209764,81575,2485,213348
396,13167,63842,301616,217164,84453,2200,213348
397,13566,63582,291339,209764,81575,1915,213348
398,13703,63493,261207,188069,73138,1650,213348
399,13566,63582,213275,153558,59717,1422,213348
400,13167,63842,150808,108582,42226,1247,213348
401,12531,64255,78064,56206,21858,1137,213348
402,11703,64793,0,0,0,1100,213348
403,10738,65420,0,0,0,1137,213348
404,9703,66093,0,0,0,1247,213348
405,8667,66766,0,0,0,1422,213348
406,7703,67393,0,0,0,1650,213348
407,6874,67932,0,0,0,1915,213348
408,6292,68310,0,0,0,2200,197117
409,5892,68570,0,0,0,2485,197117
410,5756,68659,0,0,0,2750,197117
411,5892,68570,0,0,0,2978,197117
412,6292,68310,0,0,0,3153,197117
413,6928,67897,0,0,0,3263,197117
414,7756,67359,0,0,0,3300,197117
415,8721,66731,78688,56655,22033,3263,197117
416,9756,66059,152013,109449,42564,3153,197117
417,10791,65386,214979,154785,60194,2978,197117
418,11756,64759,263294,189572,73722,2750,197117
419,12585,64220,293666,211440,82227,2485,197117
420,13220,63807,304026,218899,85127,2200,197117
421,13620,63547,293666,211440,82227,1915,197117
422,13756,63459,263294,189572,73722,1650,197117
423,13620,63547,214979,154785,60194,1422,197117
424,13220,63807,152013,109449,42564,1247,197117
425,12585,64220,78688,56655,22033,1137,197117
426,11756,64759,0,0,0,1100,197117
427,10791,65386,0,0,0,1137,197117
428,9756,66059,0,0,0,1247,197117
429,8721,66731,0,0,0,1422,197117
430,7756,67359,0,0,0,1650,197117
431,6928,67897,0,0,0,1915,197117
432,6347,68274,0,0,0,2200,171083
433,5948,68534,0,0,0,2485,171083
434,5812,68623,0,0,0,2750,171083
435,5948,68534,0,0,0,2978,171083
436,6347,68274,0,0,0,3153,171083
437,6983,67861,0,0,0,3263,171083
438,7812,67323,0,0,0,3300,171083
439,8776,66695,79333,57120,22213,3263,171083
440,9812,66023,153259,110347,42913,3153,171083
441,10847,65350,216741,156054,60688,2978,171083
442,11812,64723,265453,191126,74327,2750,171083
443,12640,64184,296074,213174,82901,2485,171083
444,13276,63771,306519,220693,85825,2200,171083
445,13675,63511,296074,213174,82901,1915,171083
446,13812,63423,265453,191126,74327,1650,171083
447,13675,63511,216741,156054,60688,1422,171083
448,13276,63771,153259,110347,42913,1247,171083
449,12640,64184,79333,57120,22213,1137,171083
450,11812,64723,0,0,0,1100,171083
451,10847,65350,0,0,0,1137,171083
452,9812,66023,0,0,0,1247,171083
453,8776,66695,0,0,0,1422,171083
454,7812,67323,0,0,0,1650,171083
455,6983,67861,0,0,0,1915,171083
456,6405,68237,0,0,0,2200,154852
457,6005,68497,0,0,0,2485,154852
458,5869,68585,0,0,0,2750,154852
459,6005,68497,0,0,0,2978,154852
460,6405,68237,0,0,0,3153,154852
461,7040,67824,0,0,0,3263,154852
462,7869,67285,0,0,0,3300,154852
463,8833,66658,79999,57600,22400,3263,154852
464,9869,65985,154547,111274,43273,3153,154852
465,10904,65312,218563,157365,61198,2978,154852
466,11869,64685,267683,192732,74951,2750,154852
467,12697,64147,298562,214965,83597,2485,154852
468,13333,63734,309094,222548,86546,2200,154852
469,13732,63474,298562,214965,83597,1915,154852
470,13869,63385,267683,192732,74951,1650,154852
471,13732,63474,218563,157365,61198,1422,154852
472,13333,63734,154547,111274,43273,1247,154852
473,12697,64147,79999,57600,22400,1137,154852
474,11869,64685,0,0,0,1100,154852
475,10904,65312,0,0,0,1137,154852
476,9869,65985,0,0,0,1247,154852
477,8833,66658,0,0,0,1422,154852
478,7869,67285,0,0,0,1650,154852
479,7040,67824,0,0,0,1915,154852
480,6464,68199,0,0,0,2200,160645
481,6064,68458,0,0,0,2485,160645
482,5928,68547,0,0,0,2750,160645
483,6064,68458,0,0,0,2978,160645
484,6464,68199,0,0,0,3153,160645
485,7099,67785,0,0,0,3263,160645
486,7928,67247,0,0,0,3300,160645
487,8893,66620,80687,58095,22592,3263,160645
488,9928,65947,155876,112230,43645,3153,160645
489,10963,65274,220441,158718,61724,2978,160645
490,11928,64647,269985,194389,75596,2750,160645
491,12756,64108,301129,216813,84316,2485,160645
492,13392,63695,311751,224461,87290,2200,160645
493,13792,63436,301129,216813,84316,1915,160645
494,13928,63347,269985,194389,75596,1650,160645
495,13792,63436,220441,158718,61724,1422,160645
496,13392,63695,155876,112230,43645,1247,160645
497,12756,64108,80687,58095,22592,1137,160645
498,11928,64647,0,0,0,1100,160645
499,10963,65274,0,0,0,1137,160645
500,9928,65947,0,0,0,1247,160645
501,8893,66620,0,0,0,1422,160645
502,7928,67247,0,0,0,1650,160645
503,7099,67785,0,0,0,1915,160645
504,6525,68159,0,0,0,2200,184100
505,6125,68419,0,0,0,2485,184100
506,5989,68507,0,0,0,2750,184100
507,6125,68419,0,0,0,2978,184100
508,6525,68159,0,0,0,3153,184100
509,7160,67746,0,0,0,3263,184100
510,7989,67207,0,0,0,3300,184100
511,8953,66580,81396,58605,22791,3263,184100
512,9989,65907,157245,113216,44029,3153,184100
513,11024,65234,222378,160112,62266,2978,184100
514,11989,64607,272356,196096,76260,2750,184100
515,12817,64069,303773,218717,85057,2485,184100
516,13453,63656,314489,226432,88057,2200,184100
517,13852,63396,303773,218717,85057,1915,184100
518,13989,63307,272356,196096,76260,1650,184100
519,13852,63396,222378,160112,62266,1422,184100
520,13453,63656,157245,113216,44029,1247,184100
521,12817,64069,81396,58605,22791,1137,184100
522,11989,64607,0,0,0,1100,184100
523,11024,65234,0,0,0,1137,184100
524,9989,65907,0,0,0,1247,184100
525,8953,66580,0,0,0,1422,184100
526,7989,67207,0,0,0,1650,184100
527,7160,67746,0,0,0,1915,184100
528,6587,68118,0,0,0,2200,207555
529,6188,68378,0,0,0,2485,207555
530,6051,68467,0,0,0,2750,207555
531,6188,68378,0,0,0,2978,207555
532,6587,68118,0,0,0,3153,207555
533,7223,67705,0,0,0,3263,207555
534,8051,67167,0,0,0,3300,207555
535,9016,66540,82125,59130,22995,3263,207555
536,10051,65867,158654,114231,44423,3153,207555
537,11087,65194,224370,161547,62824,2978,207555
538,12051,64567,274796,197853,76943,2750,207555
539,12880,64028,306496,220677,85819,2485,207555
540,13515,63615,317308,228461,88846,2200,207555
541,13915,63355,306496,220677,85819,1915,207555
542,14051,63267,274796,197853,76943,1650,207555
543,13915,63355,224370,161547,62824,1422,207555
544,13515,63615,158654,114231,44423,1247,207555
545,12880,64028,82125,59130,22995,1137,207555
546,12051,64567,0,0,0,1100,207555
547,11087,65194,0,0,0,1137,207555
548,10051,65867,0,0,0,1247,207555
549,9016,66540,0,0,0,1422,207555
550,8051,67167,0,0,0,1650,207555
551,7223,67705,0,0,0,1915,207555
552,6652,68076,0,0,0,2200,213348
553,6252,68336,0,0,0,2485,213348
554,6116,68425,0,0,0,2750,213348
555,6252,68336,0,0,0,2978,213348
556,6652,68076,0,0,0,3153,213348
557,7287,67663,0,0,0,3263,213348
558,8116,67125,0,0,0,3300,213348
559,9080,66498,82875,59670,23205,3263,213348
560,10116,65825,160103,115274,44829,3153,213348
561,11151,65152,226419,163022,63397,2978,213348
562,12116,64525,277306,199660,77646,2750,213348
563,12944,63986,309294,222692,86602,2485,213348
564,13580,63573,320205,230548,89657,2200,213348
565,13979,63313,309294,222692,86602,1915,213348
566,14116,63225,277306,199660,77646,1650,213348
567,13979,63313,226419,163022,63397,1422,213348
568,13580,63573,160103,115274,44829,1247,213348
569,12944,63986,82875,59670,23205,1137,213348
570,12116,64525,0,0,0,1100,213348
571,11151,65152,0,0,0,1137,213348
572,10116,65825,0,0,0,1247,213348
573,9080,66498,0,0,0,1422,213348
574,8116,67125,0,0,0,1650,213348
575,7287,67663,0,0,0,1915,213348
576,6718,68033,0,0,0,2200,197117
577,6318,68293,0,0,0,2485,197117
578,6182,68382,0,0,0,2750,197117
579,6318,68293,0,0,0,2978,197117
580,6718,68033,0,0,0,3153,197117
581,7353,67620,0,0,0,3263,197117
582,8182,67082,0,0,0,3300,197117
583,9147,66455,83645,60225,23421,3263,197117
584,10182,65782,161591,116345,45245,3153,197117
585,11217,65109,228524,164537,63987,2978,197117
586,12182,64482,279883,201516,78367,2750,197117
587,13010,63943,312169,224762,87407,2485,197117
588,13646,63530,323181,232691,90491,2200,197117
589,14046,63270,312169,224762,87407,1915,197117
590,14182,63182,279883,201516,78367,1650,197117
591,14046,63270,228524,164537,63987,1422,197117
592,13646,63530,161591,116345,45245,1247,197117
593,13010,63943,83645,60225,23421,1137,197117
594,12182,64482,0,0,0,1100,197117
595,11217,65109,0,0,0,1137,197117
596,10182,65782,0,0,0,1247,197117
597,9147,66455,0,0,0,1422,197117
598,8182,67082,0,0,0,1650,197117
599,7353,67620,0,0,0,1915,197117
600,6786,67989,0,0,0,2200,171083
601,6386,68249,0,0,0,2485,171083
602,6250,68338,0,0,0,2750,171083
603,6386,68249,0,0,0,2978,171083
604,6786,67989,0,0,0,3153,171083
605,7421,67576,0,0,0,3263,171083
606,8250,67038,0,0,0,3300,171083
607,9214,66411,84436,60794,23642,3263,171083
608,10250,65738,163117,117445,45673,3153,171083
609,11285,65065,230683,166092,64591,2978,171083
610,12250,64438,282528,203420,79108,2750,171083
611,13078,63899,315119,226885,88233,2485,171083
612,13714,63486,326235,234889,91346,2200,171083
613,14113,63226,315119,226885,88233,1915,171083
614,14250,63138,282528,203420,79108,1650,171083
615,14113,63226,230683,166092,64591,1422,171083
616,13714,63486,163117,117445,45673,1247,171083
617,13078,63899,84436,60794,23642,1137,171083
618,12250,64438,0,0,0,1100,171083
619,11285,65065,0,0,0,1137,171083
620,10250,65738,0,0,0,1247,171083
621,9214,66411,0,0,0,1422,171083
622,8250,67038,0,0,0,1650,171083
623,7421,67576,0,0,0,1915,171083
624,6855,67944,0,0,0,2200,154852
625,6456,68204,0,0,0,2485,154852
626,6319,68293,0,0,0,2750,154852
627,6456,68204,0,0,0,2978,154852
628,6855,67944,0,0,0,3153,154852
629,7491,67531,0,0,0,3263,154852
630,8319,66993,0,0,0,3300,154852
631,9284,66365,85246,61377,23869,3263,154852
632,10319,65693,164683,118571,46111,3153,154852
633,11355,65020,232896,167685,65211,2978,154852
634,12319,64393,285239,205372,79867,2750,154852
635,13148,63854,318142,229062,89080,2485,154852
636,13783,63441,329365,237143,92222,2200,154852
637,14183,63181,318142,229062,89080,1915,154852
638,14319,63093,285239,205372,79867,1650,154852
639,14183,63181,232896,167685,65211,1422,154852
640,13783,63441,164683,118571,46111,1247,154852
641,13148,63854,85246,61377,23869,1137,154852
642,12319,64393,0,0,0,1100,154852
643,11355,65020,0,0,0,1137,154852
