hour,dry_bulb_temp_milli_c,relative_humidity_milli_pct,global_horizontal_milli_wh_m2,direct_normal_milli_wh_m2,diffuse_horizontal_milli_wh_m2,wind_speed_milli_m_s,wind_direction_milli_deg
98,-5686,71221,0,0,0,4550,171483
99,-5549,71132,0,0,0,4778,171483
100,-5150,70872,0,0,0,4953,171483
101,-4514,70459,0,0,0,5063,171483
102,-3686,69921,0,0,0,5100,171483
103,-2721,69294,72322,52072,20250,5063,171483
104,-1686,68621,139715,100595,39120,4953,171483
105,-650,67948,197587,142262,55324,4778,171483
106,314,67321,241993,174235,67758,4550,171483
107,1143,66782,269909,194334,75574,4285,171483
108,1778,66369,279430,201190,78240,4000,171483
109,2178,66109,269909,194334,75574,3715,171483
110,2314,66021,241993,174235,67758,3450,171483
111,2178,66109,197587,142262,55324,3222,171483
112,1778,66369,139715,100595,39120,3047,171483
113,1143,66782,72322,52072,20250,2937,171483
114,314,67321,0,0,0,2900,171483
115,-650,67948,0,0,0,2937,171483
116,-1686,68621,0,0,0,3047,171483
117,-2721,69294,0,0,0,3222,171483
118,-3686,69921,0,0,0,3450,171483
119,-4514,70459,0,0,0,3715,171483
120,-5104,70843,0,0,0,4000,155252
121,-5504,71103,0,0,0,4285,155252
122,-5640,71191,0,0,0,4550,155252
123,-5504,71103,0,0,0,4778,155252
124,-5104,70843,0,0,0,4953,155252
125,-4469,70430,0,0,0,5063,155252
126,-3640,69891,0,0,0,5100,155252
127,-2676,69264,72674,52325,20349,5063,155252
128,-1640,68591,140396,101085,39311,4953,155252
129,-605,67918,198550,142956,55594,4778,155252
130,360,67291,243173,175085,68088,4550,155252
131,1188,66753,271224,195281,75943,4285,155252
132,1824,66340,280792,202170,78622,4000,155252
133,2223,66080,271224,195281,75943,3715,155252
134,2360,65991,243173,175085,68088,3450,155252
135,2223,66080,198550,142956,55594,3222,155252
136,1824,66340,140396,101085,39311,3047,155252
137,1188,66753,72674,52325,20349,2937,155252
138,360,67291,0,0,0,2900,155252
139,-605,67918,0,0,0,2937,155252
140,-1640,68591,0,0,0,3047,155252
141,-2676,69264,0,0,0,3222,155252
142,-3640,69891,0,0,0,3450,155252
143,-4469,70430,0,0,0,3715,155252
144,-5056,70811,0,0,0,4000,161045
145,-5456,71071,0,0,0,4285,161045
146,-5592,71160,0,0,0,4550,161045
147,-5456,71071,0,0,0,4778,161045
148,-5056,70811,0,0,0,4953,161045
149,-4420,70398,0,0,0,5063,161045
150,-3592,69860,0,0,0,5100,161045
151,-2627,69233,73050,52596,20454,5063,161045
152,-1592,68560,141122,101608,39514,4953,161045
153,-557,67887,199577,143695,55881,4778,161045
154,408,67260,244431,175990,68441,4550,161045
155,1237,66721,272627,196291,76336,4285,161045
156,1872,66308,282244,203216,79028,4000,161045
157,2272,66048,272627,196291,76336,3715,161045
158,2408,65960,244431,175990,68441,3450,161045
159,2272,66048,199577,143695,55881,3222,161045
160,1872,66308,141122,101608,39514,3047,161045
161,1237,66721,73050,52596,20454,2937,161045
162,408,67260,0,0,0,2900,161045
163,-557,67887,0,0,0,2937,161045
164,-1592,68560,0,0,0,3047,161045
165,-2627,69233,0,0,0,3222,161045
166,-3592,69860,0,0,0,3450,161045
167,-4420,70398,0,0,0,3715,161045
168,-5005,70778,0,0,0,4000,184500
169,-5404,71038,0,0,0,4285,184500
170,-5540,71126,0,0,0,4550,184500
171,-5404,71038,0,0,0,4778,184500
172,-5005,70778,0,0,0,4953,184500
173,-4369,70365,0,0,0,5063,184500
174,-3540,69826,0,0,0,5100,184500
175,-2576,69199,73449,52883,20566,5063,184500
176,-1540,68526,141893,102163,39730,4953,184500
177,-505,67853,200667,144480,56187,4778,184500
178,460,67226,245766,176951,68814,4550,184500
179,1288,66688,274116,197364,76753,4285,184500
180,1924,66275,283786,204326,79460,4000,184500
181,2323,66015,274116,197364,76753,3715,184500
182,2460,65926,245766,176951,68814,3450,184500
183,2323,66015,200667,144480,56187,3222,184500
184,1924,66275,141893,102163,39730,3047,184500
185,1288,66688,73449,52883,20566,2937,184500
186,460,67226,0,0,0,2900,184500
187,-505,67853,0,0,0,2937,184500
188,-1540,68526,0,0,0,3047,184500
189,-2576,69199,0,0,0,3222,184500
190,-3540,69826,0,0,0,3450,184500
191,-4369,70365,0,0,0,3715,184500
192,-4950,70743,0,0,0,4000,207955
193,-5350,71002,0,0,0,4285,207955
194,-5486,71091,0,0,0,4550,207955
195,-5350,71002,0,0,0,4778,207955
196,-4950,70743,0,0,0,4953,207955
197,-4315,70329,0,0,0,5063,207955
198,-3486,69791,0,0,0,5100,207955
199,-2521,69164,73871,53187,20684,5063,207955
200,-1486,68491,142709,102750,39958,4953,207955
201,-451,67818,201820,145311,56510,4778,207955
202,514,67191,247179,177969,69210,4550,207955
203,1342,66652,275692,198498,77194,4285,207955
204,1978,66239,285417,205500,79917,4000,207955
205,2378,65980,275692,198498,77194,3715,207955
206,2514,65891,247179,177969,69210,3450,207955
207,2378,65980,201820,145311,56510,3222,207955
208,1978,66239,142709,102750,39958,3047,207955
209,1342,66652,73871,53187,20684,2937,207955
210,514,67191,0,0,0,2900,207955
211,-451,67818,0,0,0,2937,207955
212,-1486,68491,0,0,0,3047,207955
213,-2521,69164,0,0,0,3222,207955
214,-3486,69791,0,0,0,3450,207955
215,-4315,70329,0,0,0,3715,207955
216,-4893,70705,0,0,0,4000,213748
217,-5292,70965,0,0,0,4285,213748
218,-5429,71054,0,0,0,4550,213748
219,-5292,70965,0,0,0,4778,213748
220,-4893,70705,0,0,0,4953,213748
221,-4257,70292,0,0,0,5063,213748
222,-3429,69754,0,0,0,5100,213748
223,-2464,69127,74317,53508,20809,5063,213748
224,-1429,68454,143569,103369,40199,4953,213748
225,-393,67781,203037,146186,56850,4778,213748
226,571,67154,248668,179041,69627,4550,213748
227,1400,66615,277353,199694,77659,4285,213748
228,2035,66202,287137,206739,80398,4000,213748
229,2435,65942,277353,199694,77659,3715,213748
230,2571,65854,248668,179041,69627,3450,213748
231,2435,65942,203037,146186,56850,3222,213748
232,2035,66202,143569,103369,40199,3047,213748
233,1400,66615,74317,53508,20809,2937,213748
234,571,67154,0,0,0,2900,213748
235,-393,67781,0,0,0,2937,213748
236,-1429,68454,0,0,0,3047,213748
237,-2464,69127,0,0,0,3222,213748
238,-3429,69754,0,0,0,3450,213748
239,-4257,70292,0,0,0,3715,213748
240,-4833,70666,0,0,0,4000,197517
241,-5232,70926,0,0,0,4285,197517
242,-5368,71015,0,0,0,4550,197517
243,-5232,70926,0,0,0,4778,197517
244,-4833,70666,0,0,0,4953,197517
245,-4197,70253,0,0,0,5063,197517
246,-3368,69715,0,0,0,5100,197517
247,-2404,69087,74785,53845,20940,5063,197517
248,-1368,68415,144473,104020,40452,4953,197517
249,-333,67742,204315,147107,57208,4778,197517
250,632,67115,250234,180168,70066,4550,197517
251,1460,66576,279100,200952,78148,4285,197517
252,2096,66163,288945,208041,80905,4000,197517
253,2495,65903,279100,200952,78148,3715,197517
254,2632,65815,250234,180168,70066,3450,197517
255,2495,65903,204315,147107,57208,3222,197517
256,2096,66163,144473,104020,40452,3047,197517
257,1460,66576,74785,53845,20940,2937,197517
258,632,67115,0,0,0,2900,197517
259,-333,67742,0,0,0,2937,197517
260,-1368,68415,0,0,0,3047,197517
261,-2404,69087,0,0,0,3222,197517
262,-3368,69715,0,0,0,3450,197517
263,-4197,70253,0,0,0,3715,197517
264,-4769,70625,0,0,0,4000,171483
265,-5169,70885,0,0,0,4285,171483
266,-5305,70973,0,0,0,4550,171483
267,-5169,70885,0,0,0,4778,171483
268,-4769,70625,0,0,0,4953,171483
269,-4134,70212,0,0,0,5063,171483
270,-3305,69673,0,0,0,5100,171483
271,-2341,69046,75275,54198,21077,5063,171483
272,-1305,68373,145421,104703,40718,4953,171483
273,-270,67701,205656,148072,57584,4778,171483
274,695,67073,251876,181351,70525,4550,171483
275,1523,66535,280931,202270,78661,4285,171483
276,2159,66122,290841,209406,81436,4000,171483
277,2558,65862,280931,202270,78661,3715,171483
278,2695,65773,251876,181351,70525,3450,171483
279,2558,65862,205656,148072,57584,3222,171483
280,2159,66122,145421,104703,40718,3047,171483
281,1523,66535,75275,54198,21077,2937,171483
282,695,67073,0,0,0,2900,171483
283,-270,67701,0,0,0,2937,171483
284,-1305,68373,0,0,0,3047,171483
285,-2341,69046,0,0,0,3222,171483
286,-3305,69673,0,0,0,3450,171483
287,-4134,70212,0,0,0,3715,171483
288,-4703,70582,0,0,0,4000,155252
289,-5103,70842,0,0,0,4285,155252
290,-5239,70930,0,0,0,4550,155252
291,-5103,70842,0,0,0,4778,155252
292,-4703,70582,0,0,0,4953,155252
293,-4068,70169,0,0,0,5063,155252
294,-3239,69630,0,0,0,5100,155252
295,-2274,69003,75789,54568,21221,5063,155252
296,-1239,68330,146412,105417,40995,4953,155252
297,-204,67658,207058,149082,57976,4778,155252
298,761,67030,253593,182587,71006,4550,155252
299,1589,66492,282847,203650,79197,4285,155252
300,2225,66079,292824,210834,81991,4000,155252
301,2625,65819,282847,203650,79197,3715,155252
302,2761,65730,253593,182587,71006,3450,155252
303,2625,65819,207058,149082,57976,3222,155252
304,2225,66079,146412,105417,40995,3047,155252
305,1589,66492,75789,54568,21221,2937,155252
306,761,67030,0,0,0,2900,155252
307,-204,67658,0,0,0,2937,155252
308,-1239,68330,0,0,0,3047,155252
309,-2274,69003,0,0,0,3222,155252
310,-3239,69630,0,0,0,3450,155252
311,-4068,70169,0,0,0,3715,155252
312,-4634,70537,0,0,0,4000,161045
313,-5034,70797,0,0,0,4285,161045
314,-5170,70886,0,0,0,4550,161045
315,-5034,70797,0,0,0,4778,161045
316,-4634,70537,0,0,0,4953,161045
317,-3999,70124,0,0,0,5063,161045
318,-3170,69586,0,0,0,5100,161045
319,-2205,68959,76324,54953,21371,5063,161045
320,-1170,68286,147447,106162,41285,4953,161045
321,-135,67613,208522,150136,58386,4778,161045
322,830,66986,255386,183878,71508,4550,161045
323,1658,66447,284846,205089,79757,4285,161045
324,2294,66034,294894,212324,82570,4000,161045
325,2694,65774,284846,205089,79757,3715,161045
326,2830,65686,255386,183878,71508,3450,161045
327,2694,65774,208522,150136,58386,3222,161045
328,2294,66034,147447,106162,41285,3047,161045
329,1658,66447,76324,54953,21371,2937,161045
330,830,66986,0,0,0,2900,161045
331,-135,67613,0,0,0,2937,161045
332,-1170,68286,0,0,0,3047,161045
333,-2205,68959,0,0,0,3222,161045
334,-3170,69586,0,0,0,3450,161045
335,-3999,70124,0,0,0,3715,161045
336,-4562,70491,0,0,0,4000,184500
337,-4962,70750,0,0,0,4285,184500
338,-5098,70839,0,0,0,4550,184500
339,-4962,70750,0,0,0,4778,184500
340,-4562,70491,0,0,0,4953,184500
341,-3927,70077,0,0,0,5063,184500
342,-3098,69539,0,0,0,5100,184500
343,-2134,68912,76882,55355,21527,5063,184500
344,-1098,68239,148525,106938,41587,4953,184500
345,-63,67566,210046,151233,58813,4778,184500
346,902,66939,257253,185222,72031,4550,184500
347,1730,66400,286928,206588,80340,4285,184500
348,2366,65987,297050,213876,83174,4000,184500
349,2765,65728,286928,206588,80340,3715,184500
350,2902,65639,257253,185222,72031,3450,184500
351,2765,65728,210046,151233,58813,3222,184500
352,2366,65987,148525,106938,41587,3047,184500
353,1730,66400,76882,55355,21527,2937,184500
354,902,66939,0,0,0,2900,184500
355,-63,67566,0,0,0,2937,184500
356,-1098,68239,0,0,0,3047,184500
357,-2134,68912,0,0,0,3222,184500
358,-3098,69539,0,0,0,3450,184500
359,-3927,70077,0,0,0,3715,184500
360,-4488,70442,0,0,0,4000,207955
361,-4887,70702,0,0,0,4285,207955
362,-5024,70790,0,0,0,4550,207955
363,-4887,70702,0,0,0,4778,207955
364,-4488,70442,0,0,0,4953,207955
365,-3852,70029,0,0,0,5063,207955
366,-3024,69490,0,0,0,5100,207955
367,-2059,68863,77462,55773,21689,5063,207955
368,-1024,68190,149645,107745,41901,4953,207955
369,12,67517,211630,152374,59257,4778,207955
370,976,66890,259193,186619,72574,4550,207955
371,1805,66352,289093,208147,80946,4285,207955
372,2440,65939,299291,215489,83801,4000,207955
373,2840,65679,289093,208147,80946,3715,207955
374,2976,65590,259193,186619,72574,3450,207955
375,2840,65679,211630,152374,59257,3222,207955
376,2440,65939,149645,107745,41901,3047,207955
377,1805,66352,77462,55773,21689,2937,207955
378,976,66890,0,0,0,2900,207955
379,12,67517,0,0,0,2937,207955
380,-1024,68190,0,0,0,3047,207955
381,-2059,68863,0,0,0,3222,207955
382,-3024,69490,0,0,0,3450,207955
383,-3852,70029,0,0,0,3715,207955
384,-4410,70392,0,0,0,4000,213748
385,-4810,70651,0,0,0,4285,213748
386,-4946,70740,0,0,0,4550,213748
387,-4810,70651,0,0,0,4778,213748
388,-4410,70392,0,0,0,4953,213748
389,-3775,69978,0,0,0,5063,213748
390,-2946,69440,0,0,0,5100,213748
391,-1981,68813,78064,56206,21858,5063,213748
392,-946,68140,150808,108582,42226,4953,213748
393,89,67467,213275,153558,59717,4778,213748
394,1054,66840,261207,188069,73138,4550,213748
395,1882,66302,291339,209764,81575,4285,213748
396,2518,65888,301616,217164,84453,4000,213748
397,2918,65629,291339,209764,81575,3715,213748
398,3054,65540,261207,188069,73138,3450,213748
399,2918,65629,213275,153558,59717,3222,213748
400,2518,65888,150808,108582,42226,3047,213748
401,1882,66302,78064,56206,21858,2937,213748
402,1054,66840,0,0,0,2900,213748
403,89,67467,0,0,0,2937,213748
404,-946,68140,0,0,0,3047,213748
405,-1981,68813,0,0,0,3222,213748
406,-2946,69440,0,0,0,3450,213748
407,-3775,69978,0,0,0,3715,213748
408,-4330,70339,0,0,0,4000,197517
409,-4730,70599,0,0,0,4285,197517
410,-4866,70688,0,0,0,4550,197517
411,-4730,70599,0,0,0,4778,197517
412,-4330,70339,0,0,0,4953,197517
413,-3694,69926,0,0,0,5063,197517
414,-2866,69388,0,0,0,5100,197517
415,-1901,68761,78688,56655,22033,5063,197517
416,-866,68088,152013,109449,42564,4953,197517
417,169,67415,214979,154785,60194,4778,197517
418,1134,66788,263294,189572,73722,4550,197517
419,1963,66249,293666,211440,82227,4285,197517
420,2598,65836,304026,218899,85127,4000,197517
421,2998,65576,293666,211440,82227,3715,197517
422,3134,65488,263294,189572,73722,3450,197517
423,2998,65576,214979,154785,60194,3222,197517
424,2598,65836,152013,109449,42564,3047,197517
425,1963,66249,78688,56655,22033,2937,197517
426,1134,66788,0,0,0,2900,197517
427,169,67415,0,0,0,2937,197517
428,-866,68088,0,0,0,3047,197517
429,-1901,68761,0,0,0,3222,197517
430,-2866,69388,0,0,0,3450,197517
431,-3694,69926,0,0,0,3715,197517
432,-4247,70285,0,0,0,4000,171483
433,-4646,70545,0,0,0,4285,171483
434,-4783,70634,0,0,0,4550,171483
435,-4646,70545,0,0,0,4778,171483
436,-4247,70285,0,0,0,4953,171483
437,-3611,69872,0,0,0,5063,171483
438,-2783,69334,0,0,0,5100,171483
439,-1818,68707,79333,57120,22213,5063,171483
440,-783,68034,153259,110347,42913,4953,171483
441,253,67361,216741,156054,60688,4778,171483
442,1217,66734,265453,191126,74327,4550,171483
443,2046,66195,296074,213174,82901,4285,171483
444,2681,65782,306519,220693,85825,4000,171483
445,3081,65522,296074,213174,82901,3715,171483
446,3217,65434,265453,191126,74327,3450,171483
447,3081,65522,216741,156054,60688,3222,171483
448,2681,65782,153259,110347,42913,3047,171483
449,2046,66195,79333,57120,22213,2937,171483
450,1217,66734,0,0,0,2900,171483
451,253,67361,0,0,0,2937,171483
452,-783,68034,0,0,0,3047,171483
453,-1818,68707,0,0,0,3222,171483
454,-2783,69334,0,0,0,3450,171483
455,-3611,69872,0,0,0,3715,171483
456,-4161,70230,0,0,0,4000,155252
457,-4561,70489,0,0,0,4285,155252
458,-4697,70578,0,0,0,4550,155252
459,-4561,70489,0,0,0,4778,155252
460,-4161,70230,0,0,0,4953,155252
461,-3525,69816,0,0,0,5063,155252
462,-2697,69278,0,0,0,5100,155252
463,-1732,68651,79999,57600,22400,5063,155252
464,-697,67978,154547,111274,43273,4953,155252
465,338,67305,218563,157365,61198,4778,155252
466,1303,66678,267683,192732,74951,4550,155252
467,2132,66139,298562,214965,83597,4285,155252
468,2767,65726,309094,222548,86546,4000,155252
469,3167,65467,298562,214965,83597,3715,155252
470,3303,65378,267683,192732,74951,3450,155252
471,3167,65467,218563,157365,61198,3222,155252
472,2767,65726,154547,111274,43273,3047,155252
473,2132,66139,79999,57600,22400,2937,155252
474,1303,66678,0,0,0,2900,155252
475,338,67305,0,0,0,2937,155252
476,-697,67978,0,0,0,3047,155252
477,-1732,68651,0,0,0,3222,155252
478,-2697,69278,0,0,0,3450,155252
479,-3525,69816,0,0,0,3715,155252
480,-4072,70172,0,0,0,4000,161045
481,-4472,70432,0,0,0,4285,161045
482,-4608,70520,0,0,0,4550,161045
483,-4472,70432,0,0,0,4778,161045
484,-4072,70172,0,0,0,4953,161045
485,-3437,69759,0,0,0,5063,161045
486,-2608,69220,0,0,0,5100,161045
487,-1644,68593,80687,58095,22592,5063,161045
488,-608,67920,155876,112230,43645,4953,161045
489,427,67247,220441,158718,61724,4778,161045
490,1392,66620,269985,194389,75596,4550,161045
491,2220,66082,301129,216813,84316,4285,161045
492,2856,65669,311751,224461,87290,4000,161045
493,3255,65409,301129,216813,84316,3715,161045
494,3392,65320,269985,194389,75596,3450,161045
495,3255,65409,220441,158718,61724,3222,161045
496,2856,65669,155876,112230,43645,3047,161045
497,2220,66082,80687,58095,22592,2937,161045
498,1392,66620,0,0,0,2900,161045
499,427,67247,0,0,0,2937,161045
500,-608,67920,0,0,0,3047,161045
501,-1644,68593,0,0,0,3222,161045
502,-2608,69220,0,0,0,3450,161045
503,-3437,69759,0,0,0,3715,161045
504,-3981,70113,0,0,0,4000,184500
505,-4381,70372,0,0,0,4285,184500
506,-4517,70461,0,0,0,4550,184500
507,-4381,70372,0,0,0,4778,184500
508,-3981,70113,0,0,0,4953,184500
509,-3345,69700,0,0,0,5063,184500
510,-2517,69161,0,0,0,5100,184500
511,-1552,68534,81396,58605,22791,5063,184500
512,-517,67861,157245,113216,44029,4953,184500
513,518,67188,222378,160112,62266,4778,184500
514,1483,66561,272356,196096,76260,4550,184500
515,2311,66023,303773,218717,85057,4285,184500
516,2947,65609,314489,226432,88057,4000,184500
517,3347,65350,303773,218717,85057,3715,184500
518,3483,65261,272356,196096,76260,3450,184500
519,3347,65350,222378,160112,62266,3222,184500
520,2947,65609,157245,113216,44029,3047,184500
521,2311,66023,81396,58605,22791,2937,184500
522,1483,66561,0,0,0,2900,184500
523,518,67188,0,0,0,2937,184500
524,-517,67861,0,0,0,3047,184500
525,-1552,68534,0,0,0,3222,184500
526,-2517,69161,0,0,0,3450,184500
527,-3345,69700,0,0,0,3715,184500
528,-3887,70052,0,0,0,4000,207955
529,-4287,70311,0,0,0,4285,207955
530,-4423,70400,0,0,0,4550,207955
531,-4287,70311,0,0,0,4778,207955
532,-3887,70052,0,0,0,4953,207955
533,-3252,69638,0,0,0,5063,207955
534,-2423,69100,0,0,0,5100,207955
535,-1458,68473,82125,59130,22995,5063,207955
536,-423,67800,158654,114231,44423,4953,207955
537,612,67127,224370,161547,62824,4778,207955
538,1577,66500,274796,197853,76943,4550,207955
539,2405,65962,306496,220677,85819,4285,207955
540,3041,65548,317308,228461,88846,4000,207955
541,3441,65289,306496,220677,85819,3715,207955
542,3577,65200,274796,197853,76943,3450,207955
543,3441,65289,224370,161547,62824,3222,207955
544,3041,65548,158654,114231,44423,3047,207955
545,2405,65962,82125,59130,22995,2937,207955
546,1577,66500,0,0,0,2900,207955
547,612,67127,0,0,0,2937,207955
548,-423,67800,0,0,0,3047,207955
549,-1458,68473,0,0,0,3222,207955
550,-2423,69100,0,0,0,3450,207955
551,-3252,69638,0,0,0,3715,207955
552,-3791,69989,0,0,0,4000,213748
553,-4190,70249,0,0,0,4285,213748
554,-4326,70337,0,0,0,4550,213748
555,-4190,70249,0,0,0,4778,213748
556,-3791,69989,0,0,0,4953,213748
557,-3155,69576,0,0,0,5063,213748
558,-2326,69037,0,0,0,5100,213748
559,-1362,68410,82875,59670,23205,5063,213748
560,-326,67737,160103,115274,44829,4953,213748
561,709,67064,226419,163022,63397,4778,213748
562,1674,66437,277306,199660,77646,4550,213748
563,2502,65899,309294,222692,86602,4285,213748
564,3138,65486,320205,230548,89657,4000,213748
565,3537,65226,309294,222692,86602,3715,213748
566,3674,65137,277306,199660,77646,3450,213748
567,3537,65226,226419,163022,63397,3222,213748
568,3138,65486,160103,115274,44829,3047,213748
569,2502,65899,82875,59670,23205,2937,213748
570,1674,66437,0,0,0,2900,213748
571,709,67064,0,0,0,2937,213748
572,-326,67737,0,0,0,3047,213748
573,-1362,68410,0,0,0,3222,213748
574,-2326,69037,0,0,0,3450,213748
575,-3155,69576,0,0,0,3715,213748
576,-3691,69924,0,0,0,4000,197517
577,-4091,70184,0,0,0,4285,197517
578,-4227,70273,0,0,0,4550,197517
579,-4091,70184,0,0,0,4778,197517
580,-3691,69924,0,0,0,4953,197517
581,-3056,69511,0,0,0,5063,197517
582,-2227,68973,0,0,0,5100,197517
583,-1263,68346,83645,60225,23421,5063,197517
584,-227,67673,161591,116345,45245,4953,197517
585,808,67000,228524,164537,63987,4778,197517
586,1773,66373,279883,201516,78367,4550,197517
587,2601,65834,312169,224762,87407,4285,197517
588,3237,65421,323181,232691,90491,4000,197517
589,3636,65161,312169,224762,87407,3715,197517
590,3773,65073,279883,201516,78367,3450,197517
591,3636,65161,228524,164537,63987,3222,197517
592,3237,65421,161591,116345,45245,3047,197517
593,2601,65834,83645,60225,23421,2937,197517
594,1773,66373,0,0,0,2900,197517
595,808,67000,0,0,0,2937,197517
596,-227,67673,0,0,0,3047,197517
597,-1263,68346,0,0,0,3222,197517
598,-2227,68973,0,0,0,3450,197517
599,-3056,69511,0,0,0,3715,197517
600,-3590,69858,0,0,0,4000,171483
601,-3989,70118,0,0,0,4285,171483
602,-4126,70207,0,0,0,4550,171483
603,-3989,70118,0,0,0,4778,171483
604,-3590,69858,0,0,0,4953,171483
605,-2954,69445,0,0,0,5063,171483
606,-2126,68907,0,0,0,5100,171483
607,-1161,68280,84436,60794,23642,5063,171483
608,-126,67607,163117,117445,45673,4953,171483
609,910,66934,230683,166092,64591,4778,171483
610,1874,66307,282528,203420,79108,4550,171483
611,2703,65768,315119,226885,88233,4285,171483
612,3339,65355,326235,234889,91346,4000,171483
613,3738,65095,315119,226885,88233,3715,171483
614,3874,65007,282528,203420,79108,3450,171483
615,3738,65095,230683,166092,64591,3222,171483
616,3339,65355,163117,117445,45673,3047,171483
617,2703,65768,84436,60794,23642,2937,171483
618,1874,66307,0,0,0,2900,171483
619,910,66934,0,0,0,2937,171483
620,-126,67607,0,0,0,3047,171483
621,-1161,68280,0,0,0,3222,171483
622,-2126,68907,0,0,0,3450,171483
623,-2954,69445,0,0,0,3715,171483
624,-3485,69790,0,0,0,4000,155252
625,-3885,70050,0,0,0,4285,155252
626,-4021,70139,0,0,0,4550,155252
627,-3885,70050,0,0,0,4778,155252
628,-3485,69790,0,0,0,4953,155252
629,-2850,69377,0,0,0,5063,155252
630,-2021,68839,0,0,0,5100,155252
631,-1056,68212,85246,61377,23869,5063,155252
